Property Name,Visits,Values Accumulated,Trial Number,Position Number 
Second_community_chest,143,143,6462,17
leicester_square,169,37180,6463,26
Water_works,180,14400,6464,28
Parklane,157,54950,6465,37
White_chapel,142,5680,6466,3
Pentoville,177,14160,6467,9
Bow_street,176,24640,6468,16
Transfalgar_square,161,32200,6469,24
Oxford_street,169,43940,6470,32
First_community_chest,146,146,6471,2
Income_Tax,158,316000,6472,4
Just_visiting,146,146,6473,10
Free_parking,184,184,6474,20
Transfalgar_square,162,32400,6475,24
Regent_street,178,46280,6476,31
First_community_chest,147,147,6477,2
White_hall,168,16800,6478,13
Vine_street,179,28640,6479,19
Conventry_street,178,39160,6480,27
Third_community_chest,160,160,6481,33
Liverpool_station,148,37000,6482,35
King_cross_station,150,37500,6483,5
Just_visiting,147,147,6484,10
Maryleborne_station,152,38000,6485,15
Marlborough_street,159,22260,6486,18
Second_chance,195,195,6487,22
Water_works,181,14480,6488,28
Go_to_jail,155,155,6489,30
Vine_street,180,28800,6490,19
Water_works,182,14560,6491,28
Parklane,158,55300,6492,37
Old_kent,147,2940,6493,1
Income_Tax,159,318000,6494,4
Just_visiting,148,148,6495,10
Vine_street,181,28960,6496,19
Strand,191,34380,6497,21
Regent_street,179,46540,6498,31
Third_chance,147,147,6499,36
The_angel_islington,168,10080,6500,6
Maryleborne_station,153,38250,6501,15
Fleet_street,170,30600,6502,23
Conventry_street,179,39380,6503,27
Bond_street,157,43960,6504,34
Supertax,157,157000,6505,38
Just_visiting,149,149,6506,10
Strand,192,34560,6507,21
Conventry_street,180,39600,6508,27
Regent_street,180,46800,6509,31
Mayfair,156,78000,6510,39
Just_visiting,150,150,6511,10
Strand,193,34740,6512,21
Picadilly,164,39360,6513,29
Go,149,149,6514,0
The_angel_islington,169,10140,6515,6
Pall_mall,158,15800,6516,11
Second_community_chest,144,144,6517,17
Fenchchurch_station,183,45750,6518,25
Liverpool_station,149,37250,6519,35
Old_kent,148,2960,6520,1
Euston,149,8940,6521,8
Marlborough_street,160,22400,6522,18
Picadilly,165,39600,6523,29
Parklane,159,55650,6524,37
Go,150,150,6525,0
Electric_company,181,14480,6526,12
Second_chance,196,196,6527,22
Regent_street,181,47060,6528,31
Parklane,160,56000,6529,37
Go,151,151,6530,0
King_cross_station,151,37750,6531,5
Just_visiting,151,151,6532,10
Electric_company,182,14560,6533,12
Second_chance,197,197,6534,22
Oxford_street,170,44200,6535,32
Mayfair,157,78500,6536,39
Pentoville,178,14240,6537,9
Second_community_chest,145,145,6538,17
Fenchchurch_station,184,46000,6539,25
Third_chance,148,148,6540,36
King_cross_station,152,38000,6541,5
Just_visiting,152,152,6542,10
Vine_street,182,29120,6543,19
Second_chance,198,198,6544,22
Regent_street,182,47320,6545,31
Bond_street,158,44240,6546,34
King_cross_station,153,38250,6547,5
Electric_company,183,14640,6548,12
Marlborough_street,161,22540,6549,18
Go_to_jail,156,156,6550,30
Free_parking,185,185,6551,20
Picadilly,166,39840,6552,29
Liverpool_station,150,37500,6553,35
White_chapel,143,5720,6554,3
Electric_company,184,14720,6555,12
Vine_street,183,29280,6556,19
Conventry_street,181,39820,6557,27
Parklane,161,56350,6558,37
Old_kent,149,2980,6559,1
Pall_mall,159,15900,6560,11
Fleet_street,171,30780,6561,23
Third_community_chest,161,161,6562,33
Old_kent,150,3000,6563,1
Electric_company,185,14800,6564,12
Second_community_chest,146,146,6565,17
Vine_street,184,29440,6566,19
Picadilly,167,40080,6567,29
Oxford_street,171,44460,6568,32
Parklane,162,56700,6569,37
White_chapel,144,5760,6570,3
Pall_mall,160,16000,6571,11
Free_parking,186,186,6572,20
leicester_square,170,37400,6573,26
Picadilly,168,40320,6574,29
Oxford_street,172,44720,6575,32
Mayfair,158,79000,6576,39
Just_visiting,153,153,6577,10
Northhumber,156,18720,6578,14
Second_chance,199,199,6579,22
Regent_street,183,47580,6580,31
Liverpool_station,151,37750,6581,35
Parklane,163,57050,6582,37
First_chance,139,139,6583,7
Northhumber,157,18840,6584,14
Fenchchurch_station,185,46250,6585,25
Third_chance,149,149,6586,36
Mayfair,159,79500,6587,39
King_cross_station,154,38500,6588,5
Just_visiting,154,154,6589,10
Bow_street,177,24780,6590,16
Free_parking,187,187,6591,20
Picadilly,169,40560,6592,29
Supertax,158,158000,6593,38
Income_Tax,160,320000,6594,4
Just_visiting,155,155,6595,10
Second_community_chest,147,147,6596,17
Transfalgar_square,163,32600,6597,24
Liverpool_station,152,38000,6598,35
King_cross_station,155,38750,6599,5
Pentoville,179,14320,6600,9
Vine_street,185,29600,6601,19
Picadilly,170,40800,6602,29
Supertax,159,159000,6603,38
The_angel_islington,170,10200,6604,6
Marlborough_street,162,22680,6605,18
Water_works,183,14640,6606,28
Parklane,164,57400,6607,37
The_angel_islington,171,10260,6608,6
Electric_company,186,14880,6609,12
Second_community_chest,148,148,6610,17
Water_works,184,14720,6611,28
Go,152,152,6612,0
White_chapel,145,5800,6613,3
The_angel_islington,172,10320,6614,6
Euston,150,9000,6615,8
White_hall,169,16900,6616,13
Transfalgar_square,164,32800,6617,24
leicester_square,171,37620,6618,26
Oxford_street,173,44980,6619,32
Bond_street,159,44520,6620,34
Old_kent,151,3020,6621,1
Pentoville,180,14400,6622,9
Vine_street,186,29760,6623,19
Strand,194,34920,6624,21
Go_to_jail,157,157,6625,30
Northhumber,158,18960,6626,14
leicester_square,172,37840,6627,26
Third_chance,150,150,6628,36
The_angel_islington,173,10380,6629,6
Euston,151,9060,6630,8
Just_visiting,156,156,6631,10
Free_parking,188,188,6632,20
leicester_square,173,38060,6633,26
Oxford_street,174,45240,6634,32
Liverpool_station,153,38250,6635,35
White_chapel,146,5840,6636,3
First_chance,140,140,6637,7
Northhumber,159,19080,6638,14
Second_community_chest,149,149,6639,17
Second_chance,200,200,6640,22
Picadilly,171,41040,6641,29
Supertax,160,160000,6642,38
Euston,152,9120,6643,8
Second_community_chest,150,150,6644,17
Fenchchurch_station,186,46500,6645,25
Conventry_street,182,40040,6646,27
Bond_street,160,44800,6647,34
Parklane,165,57750,6648,37
King_cross_station,156,39000,6649,5
First_chance,141,141,6650,7
Just_visiting,157,157,6651,10
Maryleborne_station,154,38500,6652,15
leicester_square,174,38280,6653,26
Oxford_street,175,45500,6654,32
Third_chance,151,151,6655,36
Income_Tax,161,322000,6656,4
Euston,153,9180,6657,8
Just_visiting,158,158,6658,10
Maryleborne_station,155,38750,6659,15
Transfalgar_square,165,33000,6660,24
Go_to_jail,158,158,6661,30
Bow_street,178,24920,6662,16
Strand,195,35100,6663,21
Fenchchurch_station,187,46750,6664,25
Parklane,166,58100,6665,37
Euston,154,9240,6666,8
Just_visiting,159,159,6667,10
Electric_company,187,14960,6668,12
Strand,196,35280,6669,21
Go_to_jail,159,159,6670,30
Marlborough_street,163,22820,6671,18
Second_chance,201,201,6672,22
Fenchchurch_station,188,47000,6673,25
Picadilly,172,41280,6674,29
Regent_street,184,47840,6675,31
Parklane,167,58450,6676,37
First_community_chest,148,148,6677,2
Pentoville,181,14480,6678,9
Vine_street,187,29920,6679,19
Picadilly,173,41520,6680,29
Bond_street,161,45080,6681,34
King_cross_station,157,39250,6682,5
Northhumber,160,19200,6683,14
Fleet_street,172,30960,6684,23
Liverpool_station,154,38500,6685,35
The_angel_islington,174,10440,6686,6
Pall_mall,161,16100,6687,11
Maryleborne_station,156,39000,6688,15
Second_community_chest,151,151,6689,17
Conventry_street,183,40260,6690,27
Oxford_street,176,45760,6691,32
White_chapel,147,5880,6692,3
Pentoville,182,14560,6693,9
Electric_company,188,15040,6694,12
Northhumber,161,19320,6695,14
Transfalgar_square,166,33200,6696,24
Third_community_chest,162,162,6697,33
Liverpool_station,155,38750,6698,35
Parklane,168,58800,6699,37
Go,153,153,6700,0
Euston,155,9300,6701,8
Second_community_chest,152,152,6702,17
Vine_street,188,30080,6703,19
Transfalgar_square,167,33400,6704,24
Regent_street,185,48100,6705,31
Parklane,169,59150,6706,37
Old_kent,152,3040,6707,1
Income_Tax,162,324000,6708,4
Pentoville,183,14640,6709,9
Electric_company,189,15120,6710,12
Northhumber,162,19440,6711,14
Bow_street,179,25060,6712,16
Transfalgar_square,168,33600,6713,24
Oxford_street,177,46020,6714,32
Old_kent,153,3060,6715,1
King_cross_station,158,39500,6716,5
Pentoville,184,14720,6717,9
Free_parking,189,189,6718,20
Regent_street,186,48360,6719,31
Third_chance,152,152,6720,36
Euston,156,9360,6721,8
Vine_street,189,30240,6722,19
Fenchchurch_station,189,47250,6723,25
Bond_street,162,45360,6724,34
The_angel_islington,175,10500,6725,6
Second_community_chest,153,153,6726,17
Transfalgar_square,169,33800,6727,24
Picadilly,174,41760,6728,29
Old_kent,154,3080,6729,1
Pall_mall,162,16200,6730,11
White_hall,170,17000,6731,13
Second_chance,202,202,6732,22
Transfalgar_square,170,34000,6733,24
Regent_street,187,48620,6734,31
Supertax,161,161000,6735,38
First_chance,142,142,6736,7
Vine_street,190,30400,6737,19
Fenchchurch_station,190,47500,6738,25
Third_community_chest,163,163,6739,33
King_cross_station,159,39750,6740,5
Pentoville,185,14800,6741,9
Second_community_chest,154,154,6742,17
leicester_square,175,38500,6743,26
Parklane,170,59500,6744,37
Mayfair,160,80000,6745,39
First_chance,143,143,6746,7
Electric_company,190,15200,6747,12
Northhumber,163,19560,6748,14
Strand,197,35460,6749,21
Transfalgar_square,171,34200,6750,24
Water_works,185,14800,6751,28
Mayfair,161,80500,6752,39
The_angel_islington,176,10560,6753,6
Just_visiting,160,160,6754,10
Electric_company,191,15280,6755,12
Fleet_street,173,31140,6756,23
Bond_street,163,45640,6757,34
Parklane,171,59850,6758,37
King_cross_station,160,40000,6759,5
Pentoville,186,14880,6760,9
Bow_street,180,25200,6761,16
Free_parking,190,190,6762,20
Transfalgar_square,172,34400,6763,24
Water_works,186,14880,6764,28
Mayfair,162,81000,6765,39
Pentoville,187,14960,6766,9
Marlborough_street,164,22960,6767,18
Fenchchurch_station,191,47750,6768,25
Regent_street,188,48880,6769,31
Parklane,172,60200,6770,37
Old_kent,155,3100,6771,1
White_hall,171,17100,6772,13
Free_parking,191,191,6773,20
Fleet_street,174,31320,6774,23
Third_community_chest,164,164,6775,33
King_cross_station,161,40250,6776,5
Northhumber,164,19680,6777,14
Fenchchurch_station,192,48000,6778,25
Go_to_jail,160,160,6779,30
White_hall,172,17200,6780,13
Second_community_chest,155,155,6781,17
Strand,198,35640,6782,21
Picadilly,175,42000,6783,29
Third_chance,153,153,6784,36
First_community_chest,149,149,6785,2
Income_Tax,163,326000,6786,4
The_angel_islington,177,10620,6787,6
Bow_street,181,25340,6788,16
Fleet_street,175,31500,6789,23
Water_works,187,14960,6790,28
Mayfair,163,81500,6791,39
White_chapel,148,5920,6792,3
Just_visiting,161,161,6793,10
Free_parking,192,192,6794,20
Fleet_street,176,31680,6795,23
leicester_square,176,38720,6796,26
Third_community_chest,165,165,6797,33
King_cross_station,162,40500,6798,5
White_hall,173,17300,6799,13
Fleet_street,177,31860,6800,23
leicester_square,177,38940,6801,26
Regent_street,189,49140,6802,31
Mayfair,164,82000,6803,39
Old_kent,156,3120,6804,1
Just_visiting,162,162,6805,10
Marlborough_street,165,23100,6806,18
Transfalgar_square,173,34600,6807,24
Water_works,188,15040,6808,28
Oxford_street,178,46280,6809,32
First_community_chest,150,150,6810,2
White_hall,174,17400,6811,13
Maryleborne_station,157,39250,6812,15
Fleet_street,178,32040,6813,23
Go_to_jail,161,161,6814,30
Bow_street,182,25480,6815,16
Free_parking,193,193,6816,20
Picadilly,176,42240,6817,29
Supertax,162,162000,6818,38
White_chapel,149,5960,6819,3
Northhumber,165,19800,6820,14
Free_parking,194,194,6821,20
Second_chance,203,203,6822,22
Fenchchurch_station,193,48250,6823,25
Oxford_street,179,46540,6824,32
Bond_street,164,45920,6825,34
Old_kent,157,3140,6826,1
Euston,157,9420,6827,8
Marlborough_street,166,23240,6828,18
leicester_square,178,39160,6829,26
Parklane,173,60550,6830,37
Income_Tax,164,328000,6831,4
Pentoville,188,15040,6832,9
Free_parking,195,195,6833,20
Second_chance,204,204,6834,22
Water_works,189,15120,6835,28
Parklane,174,60900,6836,37
Go,154,154,6837,0
Income_Tax,165,330000,6838,4
Pentoville,189,15120,6839,9
Bow_street,183,25620,6840,16
Transfalgar_square,174,34800,6841,24
Bond_street,165,46200,6842,34
The_angel_islington,178,10680,6843,6
Pall_mall,163,16300,6844,11
Vine_street,191,30560,6845,19
Go_to_jail,162,162,6846,30
White_hall,175,17500,6847,13
Free_parking,196,196,6848,20
leicester_square,179,39380,6849,26
Oxford_street,180,46800,6850,32
Income_Tax,166,332000,6851,4
Electric_company,192,15360,6852,12
Marlborough_street,167,23380,6853,18
Second_chance,205,205,6854,22
leicester_square,180,39600,6855,26
Parklane,175,61250,6856,37
Go,155,155,6857,0
King_cross_station,163,40750,6858,5
Second_community_chest,156,156,6859,17
Fenchchurch_station,194,48500,6860,25
Water_works,190,15200,6861,28
Third_community_chest,166,166,6862,33
First_community_chest,151,151,6863,2
King_cross_station,164,41000,6864,5
Maryleborne_station,158,39500,6865,15
Conventry_street,184,40480,6866,27
Oxford_street,181,47060,6867,32
Income_Tax,167,334000,6868,4
Maryleborne_station,159,39750,6869,15
leicester_square,181,39820,6870,26
Water_works,191,15280,6871,28
Liverpool_station,156,39000,6872,35
King_cross_station,165,41250,6873,5
Bow_street,184,25760,6874,16
Water_works,192,15360,6875,28
Go_to_jail,163,163,6876,30
Electric_company,193,15440,6877,12
Northhumber,166,19920,6878,14
Fenchchurch_station,195,48750,6879,25
Conventry_street,185,40700,6880,27
Liverpool_station,157,39250,6881,35
First_chance,144,144,6882,7
Maryleborne_station,160,40000,6883,15
Marlborough_street,168,23520,6884,18
Conventry_street,186,40920,6885,27
Third_chance,154,154,6886,36
The_angel_islington,179,10740,6887,6
Euston,158,9480,6888,8
Maryleborne_station,161,40250,6889,15
leicester_square,182,40040,6890,26
Parklane,176,61600,6891,37
Euston,159,9540,6892,8
Pall_mall,164,16400,6893,11
Second_chance,206,206,6894,22
Bond_street,166,46480,6895,34
Old_kent,158,3160,6896,1
The_angel_islington,180,10800,6897,6
Pentoville,190,15200,6898,9
Second_community_chest,157,157,6899,17
Fenchchurch_station,196,49000,6900,25
Bond_street,167,46760,6901,34
Income_Tax,168,336000,6902,4
Pall_mall,165,16500,6903,11
Vine_street,192,30720,6904,19
Strand,199,35820,6905,21
Transfalgar_square,175,35000,6906,24
Go_to_jail,164,164,6907,30
Second_community_chest,158,158,6908,17
leicester_square,183,40260,6909,26
Parklane,177,61950,6910,37
Mayfair,165,82500,6911,39
The_angel_islington,181,10860,6912,6
Euston,160,9600,6913,8
Pall_mall,166,16600,6914,11
Second_chance,207,207,6915,22
Transfalgar_square,176,35200,6916,24
Picadilly,177,42480,6917,29
Third_community_chest,167,167,6918,33
Mayfair,166,83000,6919,39
The_angel_islington,182,10920,6920,6
Pall_mall,167,16700,6921,11
Second_community_chest,159,159,6922,17
Water_works,193,15440,6923,28
Parklane,178,62300,6924,37
White_chapel,150,6000,6925,3
Just_visiting,163,163,6926,10
Vine_street,193,30880,6927,19
Go_to_jail,165,165,6928,30
Strand,200,36000,6929,21
Oxford_street,182,47320,6930,32
White_chapel,151,6040,6931,3
Maryleborne_station,162,40500,6932,15
Fenchchurch_station,197,49250,6933,25
Water_works,194,15520,6934,28
Regent_street,190,49400,6935,31
Mayfair,167,83500,6936,39
The_angel_islington,183,10980,6937,6
Pall_mall,168,16800,6938,11
White_hall,176,17600,6939,13
Second_chance,208,208,6940,22
Bond_street,168,47040,6941,34
Supertax,163,163000,6942,38
Pentoville,191,15280,6943,9
Maryleborne_station,163,40750,6944,15
Fleet_street,179,32220,6945,23
Liverpool_station,158,39500,6946,35
Parklane,179,62650,6947,37
Mayfair,168,84000,6948,39
First_community_chest,152,152,6949,2
Euston,161,9660,6950,8
Bow_street,185,25900,6951,16
Free_parking,197,197,6952,20
Conventry_street,187,41140,6953,27
Third_community_chest,168,168,6954,33
Liverpool_station,159,39750,6955,35
White_chapel,152,6080,6956,3
White_hall,177,17700,6957,13
Vine_street,194,31040,6958,19
Transfalgar_square,177,35400,6959,24
Picadilly,178,42720,6960,29
Third_chance,155,155,6961,36
Mayfair,169,84500,6962,39
Euston,162,9720,6963,8
Vine_street,195,31200,6964,19
Regent_street,191,49660,6965,31
Go,156,156,6966,0
Electric_company,194,15520,6967,12
Maryleborne_station,164,41000,6968,15
